No.;Sentimen;Tweet
1050;Positif;b'@OiCoffe @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN\xe2\x80\xa6 https://t.co/j0aUv2DBoY'
1051;Positif;b'Dukung penuh pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/bMh77PLryx'
1052;Positif;b'@FGelael @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/jMI1Mau7tY'
1053;Positif;b'Pembangunan IKN akan dilanjutkan dan akan terus berlanjut\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/OiOfI6FPvN'
1054;Positif;b'Manfaat besar IKN untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/tlkStHahSk'
1055;Positif;b'Konsep IKN dibangun dengan ide kota masa depan.. Bagus kan??\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5R0prAQhGs'
1056;Positif;b'RT @NandaShanum: @OiCoffe @Opposih6890bio @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur #KotaDuniaUn\xe2\x80\xa6'
1057;Positif;b'yang belum tau nih manfaat IKN tu apa aja sih\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/s59MsGiInV'
1058;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
1059;Positif;b'IKN akan jadi representasi Indonesia maju\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/bWkSLXjBWe'
1060;Positif;b'IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/eqwYBhWdOl'
1061;Positif;b'@OiCoffe @Opposih6890bio @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/jbIvSxKP41'
1062;Positif;b'RT @KathyJo49714916: @berita_mineral @FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara #K\xe2\x80\xa6'
1063;Positif;b'RT @FGelael: @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6'
1064;Positif;b'IKN kota dunia untuk semua \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/3IRRORUvq3'
1065;Positif;b'Kepulauan Bangka Belitung mendukung penuh pembangunan IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/RkE2qmZFGa'
1066;Positif;b'@berita_mineral @FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara\xe2\x80\xa6 https://t.co/SFtNVB5ZeB'
1067;Positif;b'@YogisaputraHD Bangga dengan konsep ikn Nusantara\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Zfpe9qdjVo'
1068;Positif;b'RT @NandaShanum: @maryshelparaiso Bukan hanya wilayah IKN akan mengalami kemajuan pesat tapi juga Jawa Timur dan wilayah Indonesia lainnya\xe2\x80\xa6'
1069;Positif;b'IKN berikan dampak Positifterhadap UMKM\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/TcpZffuhrV'
1070;Positif;b'IKN Nusantara mengusung konsep Green Infrastructure dan Smart Metropolis. Tujuannya adalah agar IKN Nusantara menja\xe2\x80\xa6 https://t.co/BlCCVV638O'
1071;Positif;b'@MedsosSamson Ikn Nusantara kota masa depan terbaik\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/LmDgILceTa'
1072;Positif;b'@maryshelparaiso Bukan hanya wilayah IKN akan mengalami kemajuan pesat tapi juga Jawa Timur dan wilayah Indonesia l\xe2\x80\xa6 https://t.co/9T2Ykc4Axa'
1073;Positif;b'@FGelael @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembanguna\xe2\x80\xa6 https://t.co/GPayLHJYjg'
1074;Positif;b'Mengintip Rencana Konsep Pengembangan Hunian di IKN Nusantara https://t.co/dGY7aqnkUX https://t.co/iOzrih8lJf'
1075;Positif;b'@YogisaputraHD IKN bawa dampak Positif\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/aYcQGCHTXe'
1076;Positif;b'Ikn Nusantara bukti anak bangsa unggul\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/hUwOb8zgoh'
1077;Positif;b'Dukung IKN demi kemajuan bangsa\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/YkXIloLvae'
1078;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
1079;Positif;b'RT @OiCoffe: @maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanE\xe2\x80\xa6'
1080;Positif;b'RT @BergetarNusa: @Opposih6890bio @FGelael @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahteraka\xe2\x80\xa6'
1081;Positif;b'Kota hijau masa depan mantap IKN Nusantara\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/uYvtp4uDVR'
1082;Positif;b'@OiCoffe @maryshelparaiso Masyarakat Jawa Timur Dukung dan Bangga Pembangunan IKN Berdampak Positif\xe2\x80\xa6 https://t.co/2pwZPmLWJO'
1083;Negatif;"b'RT @ferly_norman: @RamliRizal Udah begitu IKN Tetap jalan ya Bang @RamliRizal, keadaan ini disebut Noam Chomsky sbg ""Modern State Capitalis\xe2\x80\xa6'"
1084;Positif;b'@Opposih6890bio @FGelael @maryshelparaiso Pakar Jawa Timur juga dukung pengembangan IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/wL9WMNxdR1'
1085;Negatif;b'@detikcom Sama kek IKN ga ada urgensinya. Lawan lewat jalur hukum aja'
1086;Positif;b'Dukung dan Kawal Pemindahan IKN Nusantara \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ofzSZxPhfO'
1087;Positif;b'Indonesia semakin maju dan kuat adanya IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/kzrQ4CrxTr'
1088;Positif;b'Ikn Nusantara membanggakan tonggak Indonesia maju\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/V5Jdxw3F3r'
1089;Positif;b'RT @Merdekasatu1: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #IK\xe2\x80\xa6'
1090;Positif;b'RT @NandaShanum: @FGelael @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara #JokowiBapakInfrastruktur #KotaD\xe2\x80\xa6'
1091;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
1092;Positif;b'@Merdekasatu1 @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/9DM5dHBxDj'
1093;Positif;b'Keren, konsep future smart forest city dari IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/QZqtnNcPSa'
1094;Positif;b'@FGelael @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/m5IY26OnKh'
1095;Positif;b'RT @FGelael: @Merdekasatu1 @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukSemua #IKNSejahterak\xe2\x80\xa6'
1096;Positif;b'IKN Nusantara kota masa depan hebat\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/PSOdlwd8p3'
1097;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
1098;Positif;b'3 Manfaat besar IKN untuk perekonomian Indonesia\nPapua Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UcOVbI6Bvf'
1099;Positif;b'Pembangunan Infrastruktur IKN dilaksanakan secara bertahap\nPapua Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/ejoISPzQGu'
1100;Positif;b'@FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara\xe2\x80\xa6 https://t.co/XS8JAYrfzC'
1101;Positif;b'Riau support IKN Nusantara!\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/WbZTajTsNs'
1102;Positif;b'RT @BergetarNusa: @berita_mineral @OiCoffe @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
1103;Positif;b'IKN berkonsep Ramah Lingkungan\nPapua Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/AZJFmdS1NX'
1104;Positif;b'3 Manfaat besar IKN untuk perekonomian Indonesia\nPapua Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2eL8qaFWYx'
1105;Positif;b'Pembangunan Infrastruktur IKN dilaksanakan secara bertahap\nPapua Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/9PWBizKYso'
1106;Positif;b'RT @RaniSudibyo: JANUARI 2023 PEMBANGUNAN IKN AKAN DIMULAI BESAR-BESARAN\n\nMenurut Bambang (Kepala Otorita IKN), saat ini di lapangan sudah\xe2\x80\xa6'
1107;Positif;b'#SahabatPP , Balikpapan \xe2\x80\x93 \xe2\x80\x9cPemerintah berkomitmen bahwa pembangunan di IKN akan berjalan beriringan dengan pemuliha\xe2\x80\xa6 https://t.co/hEMcvxoJmL'
1108;Positif;b'@berita_mineral @OiCoffe @maryshelparaiso Saya asli Jawa Timur juga selalu mendukung pembangunan IKN pak\xe2\x80\xa6 https://t.co/iXpl8gHIZr'
1109;Positif;b'RT @NidyaLuna: Awal tahun 2023 pembangunan IKN dimulai besar-besaran \n\nPersiapan pembangunan sudah dilakukam dr mulai kontrak proyek hingga\xe2\x80\xa6'
1110;Positif;b'RT @DaraSagita99: Kepala Otorita IKN Bambang Susantono mengatakan bahwa pembangunan fisik besar-besaean IKN akan dimulai Januari 2023 https\xe2\x80\xa6'
1111;Positif;b'RT @RaniSudibyo: JANUARI 2023 PEMBANGUNAN IKN AKAN DIMULAI BESAR-BESARAN\n\nMenurut Bambang (Kepala Otorita IKN), saat ini di lapangan sudah\xe2\x80\xa6'
1112;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
1113;Positif;b'RT @kaukutangkap_: Kepala Otorita Ibu Kota Nusantara (IKN) Bambang Susantono mengatakan, pembangunan fisik besar-besaran di IKN akan dimula\xe2\x80\xa6'
1114;Positif;b'RT @DaraSagita99: Kepala Otorita IKN Bambang Susantono mengatakan bahwa pembangunan fisik besar-besaean IKN akan dimulai Januari 2023 https\xe2\x80\xa6'
1115;Negatif;b'@bro_aLy9 Ya jelas lebih menguntungkan membeli twitter dari pada invest di IKN bro karna omset perbulan nya bisa 13\xe2\x80\xa6 https://t.co/L0YdpOfjfS'
1116;Positif;b'RT @DaraSagita99: Kepala Otorita IKN Bambang Susantono mengatakan bahwa pembangunan fisik besar-besaean IKN akan dimulai Januari 2023 https\xe2\x80\xa6'
1117;Positif;b'Dukung pembangunan IKN Nusantara jaya\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4lSrZExcJS'
1118;Positif;b'Sejumlah Pengembang Mulai Lirik Rencana Pembangunan IKN https://t.co/PZxaBvhmjH'
1119;Positif;b'RT @OiCoffe: @FGelael @Merdekasatu1 @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung\xe2\x80\xa6'
1120;Positif;b'RT @NidyaLuna: Awal tahun 2023 pembangunan IKN dimulai besar-besaran \n\nPersiapan pembangunan sudah dilakukam dr mulai kontrak proyek hingga\xe2\x80\xa6'
1121;Positif;b'RT @HendryanaLubis: @s1lverpegasus Dia pasti mendukung sapa yg bisa lanjutkan ikn yg dia idaman\n\n#Semangat114TurunkanJokowi \n#Semangat411Tu\xe2\x80\xa6'
1122;Positif;b'RT @kaukutangkap_: Kepala Otorita Ibu Kota Nusantara (IKN) Bambang Susantono mengatakan, pembangunan fisik besar-besaran di IKN akan dimula\xe2\x80\xa6'
1123;Positif;b'RT @BergetarNusa: @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataan\xe2\x80\xa6'
1124;Positif;b'IKN jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0GiOaB0DAt'
1125;Positif;b'Duta Pemuda Sadar Hukum Perlu Ilmu Budaya Kaltim dalam Songsong IKN Nusantara https://t.co/YsixmmxNtl'
1126;Positif;b'IKN berkonsep ramah lingkungan sehingga tidak mengganggu hutan Kalimantan. \nSumatera Utara\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zm8VkPwpwC'
1127;Positif;b'@BergetarNusa @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/tsZkFHNTgT'
1128;Positif;b'RT @teknogav: JAGAT Sajikan Dunia Virtual yang Terhubung dengan IKN -- #metaverse #jagat #ikn https://t.co/fCYiOHVvo7'
1129;Positif;b'@maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/Jshe6ulBFD'
1130;Positif;b'Ayo kita dukung Pembangunan IKN Nusantara. \nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/WPnUevBLHe'
1131;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN Nusantara. \nSumatera Utara\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/imjzNcIKYY'
1132;Positif;b'RT @OiCoffe: @Opposih6890bio @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung pemban\xe2\x80\xa6'
1133;Positif;b'RT @berita_mineral: @maryshelparaiso warga Jawa Timur sangat dukung penuh pembangunan IKN Nusantara #JokowiBapakInfrastruktur #KotaDuniaUnt\xe2\x80\xa6'
1134;Positif;b'@Opposih6890bio @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/XwxT7nUZOh'
1135;Positif;b'Bersiaplah untuk menyambut IKN Nusantara dengan konsep Future Smart Forest City.\nSumatera Utara\xe2\x80\xa6 https://t.co/5C9SnFPEHC'
1136;Positif;b'@berita_mineral @maryshelparaiso Saya asli Jawa Timur juga selalu mendukung pembangunan IKN pak\xe2\x80\xa6 https://t.co/QZTNNKcKQM'
1137;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1138;Positif;b'RT @OiCoffe: @KathyJo49714916 @berita_mineral @maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSeja\xe2\x80\xa6'
1139;Positif;b'Pemindahan IKN akan memberikan banyak dampak Positif. \xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\nAceh\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/z8BJTC3Qg3'
1140;Positif;b'IKN untuk kesejahteraan rakyat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/N4Itmwyhdh'
1141;Positif;b'IKN akan jadi representasi bangsa yang unggul. \nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/FSbL0r2N51'
1142;Positif;b'@Opposih6890bio @maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur\xe2\x80\xa6 https://t.co/oAOyrVs7ZK'
1143;Positif;b'@KathyJo49714916 @berita_mineral @maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga.\xe2\x80\xa6 https://t.co/CuelkiWYH7'
1144;Positif;b'IKN Nusantara hidupkan semua sektor masyarakat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/oWu1trh2H9'
1145;Positif;b'Masyarkat mendukung pembangunan IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/T776pvOWQ0'
1146;Positif;b'Joss Jokowi Luncurkan Jaga Nusantara, Metaverse di IKN \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/cm51cWokye'
1147;Positif;b'Pembangunan IKN nusantara dapat memberikan dampak Positifuntuk Indonesia \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\xe2\x80\xa6 https://t.co/xjTCemHS5X'
1148;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
1149;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
1150;Positif;b'Semua Sektor terkena dampak Positifpembangunan IKN Nusantara. \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Kv4KqrMa8y'
1151;Positif;b'IKN Nusantara Untuk kesejahteraan masyarakat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/xDKQntGjHB'
1152;Positif;b'RT @nvroost: Pemerintah targetkan IKN dihuni 200.000 orang di 2024.\n#UpayaPerkuatNKRI https://t.co/sngV6WV020'
1153;Positif;b'Mantap Semua kalangan Mendukung IKN Nusnatara \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/rCy7wUndJ6'
1154;Positif;b'RT @BergetarNusa: @berita_mineral @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6'
1155;Positif;b'Indonesia hebat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan\xe2\x80\xa6 https://t.co/cair2xBhfv'
1156;Positif;b'@BergetarNusa @maryshelparaiso Banyak dukung an untuk pembangunan IKN khususnya Wong Jawa Timur\xe2\x80\xa6 https://t.co/j2HozuzQ2x'
1157;Positif;b'Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/nk3CQGUUwO'
1158;Positif;b'RT @berita_mineral: @Merdekasatu1 @maryshelparaiso dukung pembangunan IKN beri kesejahteraan bagi Jawa Timur #JokowiBapakInfrastruktur #Kot\xe2\x80\xa6'
1159;Positif;b'IKN Berkonsep Ramah Lingkungan \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/bHwLvLvkqE'
1160;Positif;b'Mantap IKN berikan banyak dampak Positif\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/oAiUqczu8J'
1161;Positif;b'@berita_mineral @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/c1jplfkK8Q'
1162;Positif;b'RT @BergetarNusa: @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndo\xe2\x80\xa6'
1163;Positif;b'Ikn Majukan Indonesia \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/RAaZBQWBhT'
1164;Positif;b'Tiga mandaat Besar IKN Untuk Perekonomian Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/t15omFlMZf'
1165;Positif;b'@berita_mineral @Merdekasatu1 @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh.\xe2\x80\xa6 https://t.co/zDlmYaBoXt'
1166;Negatif;b'RT @OposisiCerdas: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jfYxmjtgbe'
1167;Positif;b'IKN Nusantara Untuk kesejahteraan rakyat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/M9UA2Q8yPT'
1168;Positif;b'@Opposih6890bio @BergetarNusa @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek\xe2\x80\xa6 https://t.co/gKwDgBeEs4'
1169;Positif;b'IKN dorong ekonomi Indonesia semakin maju\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/9mh4MGfVgA'
1170;Positif;b'Semua Sektor terkena dampak Positifpembangunan IKN Nusantara. \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/e0gnaNEQ9l'
1171;Positif;b'IKN Nusantara Untuk Indonesia Maju \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/oIIgQvaKI1'
1172;Positif;b'Dukung terus IKN Nusantara \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/v7RM3ko43q'
1173;Positif;b'RT @FGelael: @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6'
1174;Positif;b'Pembangunan IKN nusantara dapat memberikan dampak Positifuntuk Indonesia \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\xe2\x80\xa6 https://t.co/vwhKgnDYo8'
1175;Positif;b'RT @Opposih6890bio: @OiCoffe @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejah\xe2\x80\xa6'
1176;Positif;b'Mantab Betul Pembangunan IKN Berkonsep Green City \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/G7QSxPx43i'
1177;Positif;b'Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/FlcvQIB2ta'
1178;Positif;b'IKN Nusantara hidupkan semua sektor masyarakat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4Osi9q6iPk'
1179;Positif;b'@maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/2Uz1poCPZB'
1180;Positif;b'@FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/o8bA1K6DVH'
1181;Positif;b'IKN untuk kesejahteraan rakyat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IiJLaoxthX'
1182;Positif;b'RT @plat_mirah: Metaverse di IKN adalah JAGAT NUSANTARA\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPem\xe2\x80\xa6'
1183;Positif;b'RT @plat_mirah: Pembangunan IKN berkonsep Green City\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemer\xe2\x80\xa6'
1184;Positif;b'Pemindahan IKN akan memberikan banyak dampak Positif. \xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\nAceh\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4ejG4ezHQF'
